Row_num,Country,Year,Disease Name,Country_pop,Incidence Rate mn (%),Prevalence rate (%),Mortality Rate per 100 people (%),Population affected,Pop_affected(Male),Pop_affected(Female),Ages 0-18 (%),Ages 19-35 (%),Ages 36-60 (%),Ages 61+ (%),Pop_affected_U (%),Pop_affected_R (%),Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment type,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Average Annual Treatment Cost (USD),Availability of Vaccines/Treatment,Composite Health Index (CHI),Per Capita Income (USD),Education Index,Urbanization Rate (%)
128,India,2000.00,Tub?rculosis,1057922733,0.32,'2.11,0.02,3385353,2092148,1293205,'26,'27,'30,'17,27,73,35,0.58,0.78,Medication,63.61,11.03,,'12,M?dium,34.3,'450.08,0.37,27
129,Argentina,2018.00,Influen&za,44654882,12.89,'15.41,0.08,5756014,2975859,2780155,'26,'25,'30,'19,91,9,57.12,1.51,1.5,Medication,89.84,135.17,-2.16,'23,High,55.7,'11752.8,0.87,91.3
130,It@l¥,2017.00,Polio,60002252,0,'0,0,1464,757,707,'33,'17,'17,'32,70,30,86.17,5.01,11.86,Vaccination,72.86,0,-23.31,'213,Medium,74.2,'32633.06,0.8,69.6
131,G%rmany,2018.00,Alzheimer's Disease,82905782,,,,,,,,,,,,,90.18,2.92,2.38,Therapy,96.23,0,4.8,'34585,Low,51.7,'48603.59,0.94,77.3
132,Argentina,2017.00,Malaria,44288894,0,'0,0,1503,810,693,'36,'30,'25,'9,91,9,58.11,1.57,2.36,Medication,53.74,0,-43.44,'90,Medium,43.6,'14532.5,0.86,91.2
133,G%rmany,2020.00,Polio,83160871,0,'0,0,937,481,456,'32,'17,'18,'33,78,22,75.2,4.94,11.52,Vaccination,97.8,0,-0.76,'529,Medium,75.5,'47114.71,0.95,77.6
134,Can@da,2010.00,Malaria,34005902,0.01,'0,0,1847,968,879,'32,'30,'29,'10,79,21,71.1,4.96,11.34,Medication,67.9,0,-18.01,'1044,High,76.3,'47295.09,0.87,78.7
135,Indonesia,2016.00, Ebola ,264627418,0,'0,0,2876,1556,1320,'12,'25,'35,'29,52,48,47.08,0.38,1.22,Medication,91.09,0,35.25,'5029,Low,28.9,'3521.47,0.64,52.4
136,?r?zil,2000.00,Zika,174018282,0,'0,0,6462,3270,3192,'29,'31,'10,'30,81,19,65,1.82,1.27,Medication,71.26,0,,'30,None,28.8,'3766.55,0.55,81
137,Indonesia,2011.00,Measles,249470032,0.36,'0.42,0,898092,483173,414919,'52,'20,'8,'20,49,51,28.06,0.28,0.34,Medication,52.66,4.33,-43.5,'40,High,36.3,'3579.46,0.61,49.2
138,France,2008.00,Rabies,64375116,0.01,'0,0,3559,2335,1224,'12,'25,'38,'25,78,22,94.08,4.93,8.87,Medication,72.57,0.02,-19.38,'619,Medium,74.5,'45136.86,0.78,78.2
139,Nigeria,2017.00,Diabetes,200254579,0.85,'8.99,0.01,1702164,946403,755761,'9,'16,'42,'33,49,51,33.09,0.66,0.71,Medication,94.81,40.09,-0.21,'226,Medium,43.9,'1876.33,0.5,48.8
140,Saudi Arabia,2020.00,Rabies,31552510,0,'0,0,971,641,330,'9,'25,'35,'31,84,16,59.13,2.15,1.32,Medication,78.6,0.1,-20.24,'727,Medium,48.5,'23692.89,0.8,84
141,Australia,2019.00,Influen&za,25334826,7.77,'9.02,0.06,1968516,1003943,964573,'19,'25,'35,'21,86,14,84.19,4.55,6.23,Medication,86.87,80.06,19.05,'467,High,77.1,'54059.53,0.92,85.9
142,South Korea,2024.00,Parkinson's Disease,51751065,,,,,,,,,,,,,80.24,3.21,5.07,Therapy,97.27,0,32.12,'28328,Medium,58.2,,,82
143,Japan,2019.00,Dengue,126633000,0,'0,0,2209,1109,1100,'22,'32,'33,'13,92,8,83.19,3.21,11.86,Medication,64.37,0,-11.79,'1588,Medium,67,'40394.77,0.85,91.8
144,United Kingdom,2011.00,Diabetes,63258810,0.77,'9.76,0.07,487093,245982,241111,'1,'15,'40,'44,81,19,,,,Medication,80.78,46.74,-13.34,'2120,Medium,28.2,'41943.57,0.88,81.4
145,South Korea,2023.00,Rabies,51712619,0.01,'0,0,3113,2079,1034,'13,'25,'35,'27,82,18,77.23,3.29,2.44,Medication,76.25,0.16,-15.13,'2942,Medium,57.6,'35538.22,,81.9
146,Australia,2024.00,Parkinson's Disease,27204809,,,,,,,,,,,,,94.24,3.02,4.33,Therapy,67.4,0,-8.45,'31697,Medium,55.4,,,86
147,Saudi Arabia,2002.00,Diabetes,17910910,0.76,'14.19,0.04,136123,69287,66836,'4,'15,'40,'42,80,21,61.01,1.66,1.45,Medication,97.16,48.93,,'1214,medium,56.9,'10586.06,0.59,79.5
148,USA,2005.00,Polio,295516599,0,'0,0,8559,4220,4339,'38,'20,'13,'30,80,20,74.05,4.04,5.46,Medication,74.97,0,26.57,'327,High,69.8,'44093.55,0.88,79.9
149,Australia,2016.00,Hypertension,24190907,0.93,'11.96,0.08,224975,120362,104613,'1,'8,'39,'52,86,14,92.16,4.05,5.85,Medication,82.17,58.41,22,'2498,High,85,'53703.28,0.91,85.6
150,Australia,2020.00,HIV/A!DS,25649248,0.28,'2.46,0.04,71818,40936,30882,'4,'30,'40,'26,86,14,79.2,3.84,3.93,Medication,76.59,10.52,-22.28,'3217,High,61.2,'55758.83,0.92,86
151,Saudi Arabia,2001.00,Influen&za,17041397,12.56,'17.81,0.1,2140399,1074480,1065919,'24,'25,'30,'21,79,21,58.01,2.09,1.03,Medication,98.83,145.49,,'60,High,58.5,'10805.31,0.58,79.3
152,Australia,2015.00, Ebola ,23815995,0.01,'0,0,1666,861,805,'5,'25,'39,'31,86,15,77.15,2.9,11.43,Therapy,88.82,0,67.87,'26098,Medium,53.6,'52009.8,0.91,85.5
153,Japan,2004.00,Rabies,127761000,0.01,'0.01,0,12776,8266,4510,'12,'24,'40,'25,91,9,83.04,4.59,9.63,Medication,81.76,0.12,,'1176,Medium,73.3,'38282.72,0.83,91.2
154,?r?zil,2012.00,COVID-19,196876111,4.54,'4.68,0.03,8938175,5059007,3879168,'17,'25,'30,'28,84,16,52.08,1.58,3.45,Medication,69.43,45.64,6.08,'890,None,27.6,'12521.72,0.63,84
155,South Africa,2000.00, Ebola ,47159719,0.01,'0,0,2810,1475,1335,'14,'26,'35,'25,58,42,53,2.44,3.33,Medication,77.85,0,,'2948,None,30.6,'3217.85,0.61,58
156,It@l¥,2020.00,Rabies,59438851,0.01,'0.01,0,5944,4018,1926,'7,'22,'43,'28,70,30,72.2,4.09,10.95,Medication,77.88,0.19,-20.97,'1053,Medium,68.9,'31837.64,0.82,70
157,USA,2012.00,Alzheimer's Disease,314339099,,,,,,,,,,,,,79.12,4.12,2.77,Therapy,65.47,0,0.03,'35008,Medium,52.3,'51255.7,0.9,81
158,China,2001.00,Dengue,1271850000,0,'0,0,55607,28304,27303,'33,'35,'25,'7,37,63,52.01,1.89,4,Medication,61.64,0,,'127,Low,41,'1047.45,0.48,37.1
159,China,2001.00,Dengue,1271850000,0,'0,0,55607,28304,27303,'33,'35,'25,'7,37,63,52.01,1.89,4,Medication,61.64,0,,'127,Low,41,'1047.45,0.48,37.1
160,Argentina,2014.00,Asthma,43024071,0.1,'1.2,0.01,43024,20350,22674,'27,'25,'25,'23,91,9,60.09,1.96,5.08,Medication,50.41,4.59,-20.66,'46,High,61.6,'13179.83,0.85,90.8
161,China,2019.00,Alzheimer's Disease,1407745000,,,,,,,,,,,,,70.13,1.34,1.18,Medication,58.38,0,-19.99,'6103,Low,35.6,'10031.45,0.68,56.9
162,United Kingdom,2016.00,COVID-19,65607000,2.01,'2.69,0.01,1318701,694955,623746,'10,'25,'30,'35,82,18,,,,Medication,55.19,21.45,-18.05,'5949,None,7.7,'40809.98,0.92,82.1
163,Nigeria,2021.00,Asthma,218529286,0.88,'12.2,0.03,1923058,928837,994221,'29,'26,'27,'18,52,48,38.11,0.82,1.5,Medication,88.03,52.13,1.41,'68,Medium,45.7,'2008.54,0.55,51.8
164,Australia,2003.00,Leprosy,19720737,0,'0,,462,275,187,'8,'20,'42,'29,84,16,71.03,3.48,11.94,Medication,85.86,0,,'7761,medium,68.3,'28275.26,0.88,84.3
165,T?u?r?k?e?y?,2011.00,Zika,74223629,0,'0,0,3329,1615,1714,'27,'30,'10,'33,71,30,71.07,2.27,2.58,Medication,76.29,0,-18.15,'121,None,33.1,'11302.07,0.65,70.5
166,Australia,2019.00,Zika,25334826,0,'0,0,1241,613,628,'19,'30,'15,'36,86,14,85.19,3.37,2.39,Medication,87.9,0,20.46,'1246,Medium,48.2,'54059.53,0.92,85.9
167,Mex!co,2002.00,Cholera,101548624,0.01,'0,0,6132,3176,2956,'29,'31,'25,'15,74,26,50.01,1.08,4.02,Medication,78.25,0,,'89,Medium,46.7,'7983.03,0.58,73.6
168,Russia,2005.00,HIV/A!DS,143518814,0.12,'0.77,0.01,172223,95067,77156,'12,'30,'35,'23,73,27,72.03,1.71,3.04,Medication,98.5,4.19,66.3,'821,High,56.8,'5335.45,0.8,73.4
169,T?u?r?k?e?y?,2011.00,Measles,74223629,1.7,'2.49,0.01,1261802,642257,619545,'52,'20,'8,'20,71,30,71.07,2.18,3.18,Vaccination,88.93,19.45,-4.59,'80,High,63.4,'11302.07,0.65,70.5
170,Australia,2011.00,Hypertension,22340024,0.8,'9.45,0.08,178720,94722,83998,'1,'8,'39,'52,85,15,93.11,4.93,11.33,Medication,87.63,34.96,-5.99,'2071,High,95.2,'68862.31,0.9,85.1
171,Mex!co,2024.00,Rabies,130861007,0.01,'0.01,0.01,13086,8820,4266,'15,'24,'35,'26,80,20,53.16,1.37,1.72,Medication,96.72,0.18,31.38,'86,Medium,48.6,,,80
172,South Korea,2018.00,COVID-19,51585058,4.39,'4.58,0.03,2264584,1243257,1021327,'14,'25,'30,'31,81,19,84.18,5.05,5.35,Medication,69.89,37.28,-23.88,'4858,None,43.6,'35325.71,0.87,81.1
173,T?u?r?k?e?y?,2007.00,Cancer,70158112,0.35,'5.02,0.02,245553,124986,120567,'8,'10,'35,'47,69,32,74.05,2.33,4.61,Surgery,72.14,24.2,-5.88,'5551,High,56.4,'9629.9,0.56,68.5
174,G%rmany,2009.00,HIV/A!DS,81902307,0.18,'1.33,0.01,147424,81378,66046,'5,'28,'41,'26,76,24,82.09,4.78,2.65,Therapy,61.33,7.69,17.04,'1885,High,60.2,'42994.86,0.93,76.2
175,United Kingdom,2022.00, Ebola ,67604000,0.01,'0,0,4289,2213,2076,'4,'25,'35,'37,83,17,,,,Therapy,93.31,0,30.76,'51652,Low,17.3,'45674.3,0.94,82.9
176,United Kingdom,2020.00,Diabetes,66744000,0.65,'9.31,0.07,433836,227764,206072,'1,'15,'40,'44,83,17,,,,Medication,95.04,33.95,-3.56,'3331,Medium,31,'40040.15,0.92,82.6
177,China,2024.00,Rabies,1408975000,0,'0,0,28738,19542,9196,'13,'25,'35,'27,62,38,66.16,1.34,3.05,Medication,57.61,0.09,-21.75,'164,Medium,46.8,,,62.4
178,India,2023.00, Ebola ,1438069596,0,'0,0,57195,31457,25738,'14,'26,'35,'25,36,64,50.12,0.4,0.48,Therapy,96.97,0,7.94,'472,Low,29.6,'2486.51,,35.7
179,Saudi Arabia,2014.00,Asthma,28309273,0.57,'8.66,0.03,161363,76163,85200,'21,'25,'25,'30,83,18,61.09,1.44,2.93,Medication,59.25,33.92,-6.75,'929,High,58.9,'26436.39,0.72,82.5
180,Indonesia,2017.00,Zika,267346658,0,'0,0,6118,3218,2900,'26,'30,'10,'34,53,47,25.09,0.22,1.55,Medication,57.22,0,-39.77,'56,Low,19.6,'3798.88,0.66,53.1
181,Japan,2024.00,Hypertension,123975371,1.81,'29.26,0.21,2243954,1175832,1068122,'1,'5,'44,'51,92,8,92.24,5.05,3.37,Medication,66.54,106.2,-9.62,'4422,High,81,,,92
182,France,2015.00,Tub?rculosis,66548272,0.15,'0.89,0.02,99822,59494,40328,'15,'25,'34,'26,79,21,83.15,4.61,4.42,Medication,95.16,3.82,79.85,'999,High,76,'36410.97,0.81,79.3
183,Australia,2022.00,Parkinson's Disease,26014399,,,,,,,,,,,,,75.22,4.24,8.75,Therapy,64.35,0,-9.82,'25552,Medium,58.6,'67972.13,0.92,86
184,Nigeria,2019.00,Polio,209485641,0.01,'0,0,15195,8084,7111,'44,'21,'12,'23,50,50,41.1,0.54,1.21,Medication,85.8,0,17.58,'11,Medium,40.4,'2265.15,0.52,50.3
185,T?u?r?k?e?y?,2011.00,Hepatitis,74223629,0.45,'3.11,0.04,334006,202074,131932,'7,'15,'35,'43,71,30,67.07,2.06,2.82,Medication,58.02,13.04,-37.75,'322,High,55.9,'11302.07,0.65,70.5
186,France,2003.00,Influen&za,62249855,9.27,'11.27,0.06,5770562,2816034,2954528,'23,'25,'32,'19,77,23,73.03,2.66,2.14,Medication,91.51,106.46,,'92,High,64.3,'29263.08,0.75,77.5
187,Indonesia,2020.00, Ebola ,274814866,0.01,'0,0,14146,7582,6564,'11,'24,'35,'30,55,45,48.1,0.35,1.51,Therapy,66.37,0,-32.65,'6503,Low,25.9,'3853.7,0.67,55
188,T?u?r?k?e?y?,2004.00,Tub?rculosis,68592617,0.08,'0.7,0.01,54874,32979,21895,'23,'26,'30,'21,67,33,63.03,1.19,3.44,Medication,81.02,3.04,,'266,High,57.5,'5960.78,0.53,67
189,India,2022.00,Cancer,1425423212,0.37,'6.87,0.03,5274066,2847996,2426070,'9,'11,'35,'45,35,65,43.11,0.34,1.55,Medication,92.27,24.9,29.3,'2768,Medium,37.4,'2405.26,0.57,35.4
190,France,2011.00,Alzheimer's Disease,65340830,,,,,,,,,,,,,76.11,4.32,2.26,Therapy,74.96,0,-19.58,'21406,Medium,52.9,'43598.93,0.79,78.7
191,China,2013.00,Parkinson's Disease,1363240000,,,,,,,,,,,,,71.09,1.79,3.22,Medication,64.27,0,-13.14,'5225,Low,40.3,'6940.11,0.61,50.3
192,Indonesia,2000.00,Influen&za,216077790,7.98,'10.51,0.07,17243008,8983607,8259401,'29,'26,'30,'15,42,58,45,0.73,0.6,Medication,94.56,94.11,,'12,Medium,42.8,'813.14,0.5,42
193,Can@da,2022.00,Zika,38935934,0,'0,0,1393,688,705,'19,'30,'15,'36,81,19,94.22,2.88,4.67,Medication,88.15,0,23.53,'1691,Medium,51.5,'55677.83,0.91,80.7
194,Russia,2004.00,Asthma,144067316,0.45,'8.4,0.06,648303,296274,352029,'27,'25,'25,'23,73,27,62.03,1.67,4.57,Medication,55.62,42.33,,'31,High,61.6,'4110.24,0.8,73.3
195,Argentina,2011.00,Leprosy,41730660,0,'0,,1936,1191,745,'12,'20,'40,'28,90,10,52.07,1.67,4.24,Medication,72.18,0,-22.56,'4301,Medium,48.1,'12704.28,0.84,90.4
196,Russia,2005.00,Zika,143518814,0,'0,0,4245,2080,2165,'27,'30,'10,'33,73,27,51.03,1.4,2.56,Vaccination,54.8,0,-7.48,'32,None,24,'5335.45,0.8,73.4
197,Nigeria,2018.00,Malaria,204938755,15.91,'23.43,0.09,32605756,18389646,14216110,'39,'31,'27,'3,50,51,35.09,0.36,1.04,Medication,89.53,163.39,-2.49,'20,Low,33.4,'2057.87,0.51,49.5
198,Argentina,2004.00,Parkinson's Disease,38815916,,,,,,,,,,,,,58.03,1.75,1.79,Medication,79.78,0,,'3271,Low,37.8,'4275.25,0.79,89.5
199,Russia,2011.00,Dengue,143018195,0,'0,0,920,477,443,'31,'35,'25,'9,74,26,70.07,2.5,2.03,Medication,55.83,0,-40.1,'80,Medium,49.3,'14203.48,0.82,73.9
200,Can@da,2017.00,Zika,36545075,0,'0,0,1575,781,794,'20,'30,'15,'36,80,20,78.17,4.8,3.89,Medication,80.55,0,-15.22,'1328,Medium,50.3,'44806.66,0.9,79.9
201,Can@da,2019.00,Parkinson's Disease,37618495,,,,,,,,,,,,,82.19,3.82,10.31,Therapy,81.39,0,11.54,'24539,Medium,63.5,'46151.13,0.9,80.2
202,Nigeria,2014.00,Zika,185896915,0.01,'0,0,10895,5502,5393,'30,'31,'12,'27,47,54,33.07,0.29,0.35,Vaccination,76.6,0,20.55,'46,~none~,18.6,'3095.24,0.46,46.5
203,It@l¥,2019.00,Parkinson's Disease,59729081,,,,,,,,,,,,,81.19,3.14,4.11,Therapy,72.27,0,-0.96,'17318,Medium,53.1,'33587.26,0.81,69.9
204,Mex!co,2006.00, Ebola ,107253666,0,'0,0,557,278,279,'13,'26,'35,'26,75,25,69.04,1.39,1.54,Therapy,92.08,0,-0.94,'6882,None,31.9,'9512.64,0.62,74.8
205,Saudi Arabia,2023.00,Cholera,33702731,0.01,'0,0,2183,1172,1011,'18,'30,'25,'27,85,15,63.15,2.5,4.7,Medication,54.43,0,-39.41,'1539,Medium,50.7,'32093.96,,84.8
206,Nigeria,2022.00,Rabies,223150896,0.01,'0,0,13201,9069,4132,'19,'26,'37,'18,53,48,22.11,0.85,0.56,Medication,75.59,0.04,5.93,'74,Low,28,'2128.87,0.55,52.5
207,Mex!co,2012.00,Measles,116818208,0.87,'1.05,0,1016318,516290,500028,'52,'20,'8,'20,77,23,52.08,1.66,4.86,Medication,84.53,8.13,29.15,'42,High,58.3,'10744.13,0.66,76.6
208,Japan,2021.00,Rabies,125681593,0.01,'0.01,0,12568,8270,4298,'7,'22,'43,'28,92,8,76.21,5,11.37,Medication,59.74,0.22,-31.18,'2436,Medium,69.1,'40059.26,0.85,91.8
209,China,2001.00,Zika,1271850000,0,'0,0,53188,25477,27711,'28,'30,'10,'32,37,63,57.01,1.72,2.98,Vaccination,64.94,0,,'30,~none~,27.8,'1047.45,0.48,37.1
210,Australia,2023.00,Leprosy,26652777,0,'0,,1240,771,469,'3,'20,'45,'31,86,14,91.23,3.6,4.7,Medication,78.43,0,-12.7,'18520,Medium,65.6,'67128.63,,86
211,USA,2001.00,Alzheimer's Disease,284968955,,,,,,,,,,,,,90.01,3.79,11.63,Therapy,72.62,0,,'26584,Medium,63.9,'37223.66,0.87,79.2
212,France,2020.00,Tub?rculosis,67601110,0.29,'2.15,0.04,196043,119782,76261,'14,'25,'35,'26,80,20,82.2,3.98,4.95,Medication,54.69,9.67,-44.51,'1264,High,67.5,'38880.53,0.83,80
213,USA,2005.00,COVID-19,295516599,0.37,'0.48,0,1093411,576228,517183,'13,'25,'33,'30,80,20,88.05,3.01,3.1,Medication,64.1,4.38,8.22,'7005,None,37,'44093.55,0.88,79.9
214,Japan,2016.00,Influen&za,127076000,5.36,'7.9,0.04,6811274,3466938,3344336,'18,'22,'37,'22,92,8,77.16,4.17,7.66,Medication,82.65,69.39,22.72,'416,High,75.3,'39349.48,0.85,91.6
215,Australia,2013.00,COVID-19,23128129,3.82,'5,0.03,883495,483272,400223,'11,'25,'34,'30,85,15,78.13,4.09,8.33,Medication,51.05,45.12,-31,'3915,None,40.9,'66447.48,0.9,85.3
216,South Korea,2006.00,Cancer,48438292,0.83,'10.16,0.11,402038,205441,196597,'7,'10,'35,'48,79,21,88.06,3.48,2.3,Medication,74.45,54.53,-19.9,'17183,Medium,53.8,'22799.92,0.83,79
217,South Africa,2011.00,HIV/A!DS,52995205,0.51,'4.91,0.03,270276,158652,111624,'12,'30,'35,'23,62,38,62.07,2.32,3.46,Medication,55.16,22.73,-40.82,'40,Medium,43,'8646.06,0.7,62.2
218,Mex!co,2004.00,Measles,104394131,2.68,'3.98,0.02,2797763,1429657,1368106,'53,'21,'8,'18,74,26,53.03,1.91,3.96,Medication,74.28,27.05,,'31,Medium,49,'7849.67,0.6,74.2
219,France,2002.00,Influen&za,61812142,3.91,'4.86,0.01,2416855,1208428,1208428,'24,'25,'32,'19,77,23,78.02,3.89,7.21,Medication,95.1,46.62,,'93,High,76.4,'23962.59,0.74,77.3
220,South Africa,2022.00,Polio,62378410,0,'0,0,2445,1347,1098,'41,'19,'10,'30,66,34,61.15,2.44,5.15,Vaccination,67.72,0,-5.1,'12,Medium,53,'6496.97,0.78,66.4
221,Can@da,2002.00,Cholera,31359199,0.01,'0,0,2383,1196,1187,'24,'30,'27,'19,77,23,87.02,4.29,11.89,Medication,62.29,0,,'1946,Medium,70.6,'24104.48,0.86,77.3
222,Indonesia,2009.00,Cholera,243220028,1.62,'1.63,0.32,3940164,2127689,1812475,'28,'30,'25,'17,48,52,28.05,0.76,1.27,Medication,74.81,23.92,42.77,'37,Low,30.2,'2362.08,0.59,47.9
223,?r?zil,2013.00,Leprosy,198478299,0.02,'0.16,,39696,24810,14886,'12,'20,'40,'28,84,16,63.09,1.34,1.42,Medication,95.19,0.7,28.65,'4523,Medium,50.5,'12458.89,0.67,84.3
224,Indonesia,2013.00,Hepatitis,255852467,0.32,'2.75,0.04,818728,512524,306204,'7,'15,'35,'43,50,50,42.07,0.4,1.46,Medication,71.31,13.08,-3.62,'46,Medium,38,'3566.6,0.63,50.5
225,Japan,2003.00,Leprosy,127718000,0,'0,,1869,1097,772,'7,'19,'45,'30,91,9,87.03,3.84,3.73,Medication,94.6,0,,'7334,Medium,66.7,'35400.01,0.83,91.1
226,Mex!co,2006.00,Influen&za,107253666,13.33,'17.31,0.07,14296914,7162754,7134160,'28,'26,'30,'16,75,25,56.04,2.34,3.25,Medication,64.62,168.31,-30.48,'13,High,55.5,'9512.64,0.62,74.8
227,It@l¥,2006.00,Polio,58399861,0,'0,0,2105,1057,1048,'36,'18,'15,'30,68,32,71.06,3.64,6.47,Medication,68.46,0,-26.35,'134,High,68.1,'33334.74,0.77,67.9
228,Russia,2005.00,Dengue,143518814,0,'0,0,4538,2278,2260,'32,'35,'25,'8,73,27,65.03,1.94,2.23,Medication,84.51,0,42.68,'69,Medium,51.8,'5335.45,0.8,73.4
229,China,2009.00,Hypertension,1331260000,0.7,'10.14,0.1,9318820,4911018,4407802,'3,'8,'35,'54,46,54,68.06,2.49,3.14,Medication,75.81,48.98,44.68,'216,High,67.8,'3800.08,0.58,45.9
230,Japan,2002.00,Leprosy,127445000,0,'0,,2400,1418,982,'7,'19,'44,'29,91,9,88.02,3.01,7.65,Medication,63.08,0,,'7179,Medium,64.4,'32810.59,0.82,91.1
231,Russia,2008.00,Rabies,142742366,0.01,'0.01,0,14274,9392,4882,'16,'25,'35,'24,74,26,59.05,1.27,3.43,Medication,77.54,0.2,-13.85,'70,Medium,48.8,'11661.82,0.81,73.6
232,Argentina,2006.00,Leprosy,39622115,0.01,'0,,2928,1777,1151,'13,'21,'40,'26,90,10,62.04,1.37,1.09,Medication,87.45,0,-5.92,'3454,Medium,48.5,'5915.67,0.79,89.8
233,Mex!co,2021.00,Cholera,127648148,0.01,'0,0,9077,4929,4148,'26,'29,'25,'20,79,21,73.14,2.17,2.86,Medication,81.74,0,-5.84,'197,Medium,55,'10314.05,0.71,79.3
234,France,2003.00, Ebola ,62249855,0,'0,0,1745,866,879,'8,'25,'37,'29,77,23,88.03,3.96,8.8,Medication,97.31,0,,'12159,None,49.7,'29263.08,0.75,77.5
235,G%rmany,2022.00,Leprosy,83797985,0,'0,,2737,1686,1051,'1,'17,'48,'33,78,22,92.22,4.89,11.1,Medication,59.29,0,-16.91,'18564,Medium,73.1,'49515.79,0.96,77.9
236,T?u?r?k?e?y?,2020.00,COVID-19,83384680,5.85,'7.32,0.01,4878004,2707292,2170712,'16,'24,'30,'30,75,25,53.13,2.39,3.03,Medication,61.52,73,-37.57,'2492,Medium,36.4,'8367.11,0.79,75
237,Saudi Arabia,2010.00,Hypertension,23978487,0.97,'13.97,0.12,232591,124669,107922,'1,'8,'35,'56,82,19,51.07,1.88,1.55,Medication,77.07,59.1,-6.94,'1606,Medium,50.7,'20996.33,0.67,81.5
238,Argentina,2000.00,Hypertension,37213984,1.56,'19.2,0.19,580538,305944,274594,'6,'9,'35,'50,89,11,53,1.97,1.27,Medication,53.56,71.75,,'117,Medium,46.4,'8280.44,0.73,89
239,Indonesia,2017.00,Parkinson's Disease,267346658,,,,,,,,,,,,,38.09,0.2,0.35,Medication,51.69,0,-45.6,'2869,Low,23.1,'3798.88,0.66,53.1
240,France,2000.00,Alzheimer's Disease,60918661,,,,,,,,,,,,,73,4.22,8.07,Therapy,73.7,0,,'15659,Medium,58.7,'22163.68,0.73,77
241,South Korea,2013.00,Cholera,50428893,0,'0,0,484,253,231,'25,'30,'25,'20,80,20,93.13,3.99,6.21,Medication,56.29,0,-23.92,'1797,Medium,65.2,'28652.61,0.86,80.2
242,?r?zil,2008.00,Alzheimer's Disease,190367302,,,,,,,,,,,,,69.05,1.84,2.98,Medication,67.41,0,-25.11,'1849,Low,40.1,'8908.33,0.61,83
243,Nigeria,2000.00,Dengue,126382494,0,'0,0,1993,1020,973,'36,'37,'26,'1,36,64,49,0.45,0.93,Medication,76.34,0,,'31,Low,34.8,'549.51,,36
244,USA,2023.00,HIV/A!DS,336806231,0.16,'1.16,0.02,538890,299623,239267,'3,'30,'40,'26,83,17,77.23,3.72,10.63,Medication,55.05,6.22,-38.72,'5382,High,64.3,'80706.05,,82.9
245,T?u?r?k?e?y?,2003.00,Leprosy,67831730,0,'0,,3134,1871,1263,'14,'21,'40,'26,67,34,58.02,1.66,3.43,Medication,98.89,0,,'4924,Medium,53.4,'4637.88,0.53,66.5
246,It@l¥,2007.00,Measles,58756247,3.93,'5.34,0,2309121,1159179,1149942,'46,'18,'13,'22,68,32,83.07,4.73,8.57,Vaccination,91.66,40.26,19.58,'324,High,81.3,'37600.61,0.77,68.1
247,T?u?r?k?e?y?,2006.00,Polio,70045349,0.01,'0,0,4042,2029,2013,'43,'21,'10,'26,68,32,65.04,2.18,3.98,Medication,58.57,0,-36.99,'34,High,57.4,'7953.08,0.55,68
248,T?u?r?k?e?y?,2000.00,HIV/A!DS,65425961,0.13,'1,0.01,85054,46525,38529,'14,'31,'35,'20,65,35,63,1.35,2.15,Medication,74.12,4.14,,'687,Low,37.6,'4192.45,0.49,65
249,South Africa,2004.00, Ebola ,48991421,0,'0,0,2105,1099,1006,'13,'26,'35,'26,60,40,57.03,1.51,1.74,Medication,77.24,0,,'3195,None,27.8,'5221.46,0.67,59.5
250,United Kingdom,2015.00,Rabies,65088000,0.01,'0,0,5135,3358,1777,'10,'25,'35,'30,82,18,,,,Medication,89.68,0.08,69.5,'2354,Low,21.5,'44781.53,0.91,82
251,Russia,2017.00,Measles,145293260,1.84,'1.95,0.02,2673396,1382146,1291250,'50,'20,'8,'22,74,26,59.11,2.25,3.86,Vaccination,67.3,21.26,-29.17,'54,High,57.4,'10768.41,0.83,74.4
252,Can@da,2019.00,HIV/A!DS,37618495,0.1,'0.5,0.01,37618,21066,16552,'4,'30,'40,'26,80,20,86.19,4.92,8.69,Medication,92.88,2.56,27.29,'2982,High,73.8,'46151.13,0.9,80.2
253,Argentina,2022.00,Rabies,45407904,0.01,'0.01,0.01,4541,3061,1480,'16,'24,'35,'25,92,8,67.15,2.36,1.54,Medication,51.77,0.28,-27.45,'70,Medium,46.7,'13935.68,0.87,91.9
254,It@l¥,2016.00,Leprosy,60115223,0,'0,,494,306,188,'3,'17,'47,'32,69,31,71.16,3.62,5.92,Medication,96.37,0,43.09,'10036,Medium,65.1,'31203.21,0.79,69.4
255,Can@da,2005.00,Hepatitis,32242732,0.09,'0.66,0.01,29018,17382,11636,'3,'15,'38,'45,78,22,73.05,4.18,3.72,Medication,72.06,3.29,21.66,'1152,High,67,'36174.44,0.87,77.9
256,Australia,2003.00,Rabies,19720737,0.01,'0,0,1408,926,482,'13,'25,'37,'24,84,16,73.03,2.95,10.99,Medication,80.06,0.06,,'1122,medium,66.4,'28275.26,0.88,84.3
257,Australia,2004.00,Malaria,19932722,0,'0,0,205,109,96,'33,'30,'28,'9,84,16,77.04,3.31,2.56,Medication,79.09,0,,'896,High,65.4,'33950.56,0.88,84.4
